Genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,geneID
Up-regulated,GO:0050867,positive regulation of cell activation,114/1856,407/16344,9.35833206410087e-21,4.46158481156009e-18,IGHV1-69-2/IGHV1-69/CCL19/TACR1/IGHV1-58/IGHV4-39/IGHV2-70D/GP1BB/IGHV4-34/IGHV5-51/VTCN1/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/IGHV3-53/IGHA1/IGHV4-28/IGHV1-24/IGHV3-7/IGHV2-5/CD24/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/CCL21/TNFRSF13C/IGHV4-4/IGLC1/IGHV3-13/IL1RL1/IGHV3-73/IGHV6-1/IGLC2/IGLL5/IGHV3-74/IGHV3-43/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/STAP1/IGHV2-70/HLA-G/IGHV3-33/IGHV4-59/SOX4/CCN2/IGHM/IGHV3-11/CLCF1/THY1/EPO/IGHG2/SLAMF1/THBS1/SLC7A1/TNF/IGFBP2/JAK3/CCR2/F2RL1/IGHV3-48/CCL2/CD27/CCR7/MDK/CCDC88B/IL7R/TRBC2/CD6/CD2/ZAP70/CD3E/GATA2/ACTA2/RUNX1/EPHB2/BCL2/TNFSF14/RASAL3/TGFB1/CORO1A/TFRC/CLEC7A/LCK/PYCARD/CDKN1A/VSIR/DOCK8/MMP14/PTPN22/ITGAM/IL27RA/IL18/NCK2/ITGB2/ANXA1/SYK/RPS6KA1/SRC/BTN2A2/HLA-A/TP53BP1/IL15RA/PTPRC/SIRPA/ITPKB/ZMIZ1/PTPN6/CSK
Up-regulated,GO:0002696,positive regulation of leukocyte activation,110/1856,393/16344,4.876133774256067e-20,2.019041979563644e-17,IGHV1-69-2/IGHV1-69/CCL19/TACR1/IGHV1-58/IGHV4-39/IGHV2-70D/IGHV4-34/IGHV5-51/VTCN1/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/IGHV3-53/IGHA1/IGHV4-28/IGHV1-24/IGHV3-7/IGHV2-5/CD24/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/CCL21/TNFRSF13C/IGHV4-4/IGLC1/IGHV3-13/IL1RL1/IGHV3-73/IGHV6-1/IGLC2/IGLL5/IGHV3-74/IGHV3-43/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/STAP1/IGHV2-70/HLA-G/IGHV3-33/IGHV4-59/SOX4/IGHM/IGHV3-11/CLCF1/THY1/EPO/IGHG2/SLAMF1/THBS1/SLC7A1/TNF/IGFBP2/JAK3/CCR2/F2RL1/IGHV3-48/CCL2/CD27/CCR7/MDK/CCDC88B/IL7R/TRBC2/CD6/CD2/ZAP70/CD3E/GATA2/RUNX1/EPHB2/BCL2/TNFSF14/RASAL3/TGFB1/CORO1A/TFRC/CLEC7A/LCK/PYCARD/CDKN1A/VSIR/DOCK8/MMP14/PTPN22/ITGAM/IL27RA/IL18/NCK2/ITGB2/ANXA1/SYK/SRC/BTN2A2/HLA-A/TP53BP1/IL15RA/PTPRC/SIRPA/ITPKB/ZMIZ1/PTPN6/CSK
Up-regulated,GO:0051249,regulation of lymphocyte activation,129/1856,499/16344,4.940847354289637e-20,2.019041979563644e-17,IGHV1-69-2/IGHV1-69/CCL19/FOXJ1/TACR1/IGHV1-58/IGHV4-39/IGHV2-70D/IGHV4-34/IGHV5-51/VTCN1/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/IGHV3-53/IGHA1/IGHV4-28/CD19/IGHV1-24/IGHV3-7/IGHV2-5/CD24/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/CCL21/TNFRSF13C/IGHV4-4/IGLC1/IGHV3-13/IGHV3-73/IGHV6-1/IGLC2/IGLL5/IGHV3-74/IGHV3-43/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/MZB1/IGHV2-70/HLA-G/IGHV3-33/IGHV4-59/SOX4/IGHM/IGHV3-11/CLCF1/IRF4/THY1/EPO/IGHG2/SLAMF1/SLC7A1/LGALS3/IGFBP2/JAK3/BANK1/CCR2/CD22/IGHV3-48/RIPK3/CCL2/CD27/PRDM1/SIT1/CCR7/MDK/CCDC88B/IL7R/TRBC2/CD6/CD2/LAX1/ZAP70/TBC1D10C/CD3E/RUNX1/EPHB2/BCL2/LAT/RIPOR2/TNFSF14/RASAL3/TGFB1/SPN/CORO1A/TFRC/CLEC7A/MNDA/TNFRSF21/LCK/PDE5A/PYCARD/CDKN1A/VSIR/DOCK8/LRRC32/MMP14/PTPN22/IL27RA/ZC3H12A/IL18/FGL1/NCK2/RAC2/ANXA1/SYK/TNFAIP3/SRC/BTN2A2/HLA-A/TP53BP1/IL15RA/PTPRC/SIRPA/DLG5/CEACAM1/ITPKB/KAT2A/PAG1/ZMIZ1/PTPN6/CSK
Up-regulated,GO:0030198,extracellular matrix organization,90/1856,289/16344,6.379261510051392e-20,2.4330503399336007e-17,MMP7/PTX3/PDPN/FAP/SPINT1/COL19A1/LOXL4/SMOC2/COL22A1/TNR/COL15A1/FERMT1/MMP11/PAPLN/SOX9/SPINT2/LOXL1/CCN1/MMP24/MMP9/COL4A3/TGFB2/MMP28/CCN2/CCDC80/COL8A2/LUM/FBLN5/AEBP1/DPT/RGCC/ADAMTS4/FOXC1/COL16A1/COL5A1/COL4A1/COL1A1/COL9A2/MMP16/MFAP4/TNF/ANTXR1/MMP25/LOX/PDGFRA/COL1A2/ADAMTSL2/ADAMTS10/CRISPLD2/MMP2/COL4A4/COL4A2/FBLN1/FLRT2/FBLN2/PHLDB1/CTSK/ADAMTS12/FMOD/RUNX1/SULF1/ADAMTS7/TGFB1/ELF3/TNXB/ADAMTS9/COL12A1/COL14A1/COL3A1/ADAMTS1/ABI3BP/SPOCK2/ADAMTS2/FKBP10/MMP14/LAMB1/QSOX1/LAMB3/DDR1/TNFRSF11B/EFEMP2/ENG/RAMP2/EXT1/LTBP3/MPZL3/EMILIN1/VWA1/RB1/ITGB1
Up-regulated,GO:0002455,humoral immune response mediated by circulating immunoglobulin,50/1856,108/16344,7.478468512202955e-20,2.674019897394569e-17,IGHV1-69-2/IGHV1-69/FOXJ1/IGHV1-58/IGHV4-39/IGHV2-70D/IGHV4-34/IGHV5-51/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/FCER2/IGHV3-53/IGHA1/IGHV4-28/IGHV1-24/IGHV3-7/IGHV2-5/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/IGHV4-4/IGLC1/IGHV3-13/IGHV3-73/IGHV6-1/IGLC2/IGLL5/IGHV3-74/IGHV3-43/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/IGHV2-70/IGHV3-33/IGHV4-59/IGHM/IGHV3-11/C7/IGHG2/TNF/IGHV3-48/TRBC2/PTPRC/PTPN6
Up-regulated,GO:0043062,extracellular structure organization,90/1856,290/16344,8.247806186255279e-20,2.7756293642097906e-17,MMP7/PTX3/PDPN/FAP/SPINT1/COL19A1/LOXL4/SMOC2/COL22A1/TNR/COL15A1/FERMT1/MMP11/PAPLN/SOX9/SPINT2/LOXL1/CCN1/MMP24/MMP9/COL4A3/TGFB2/MMP28/CCN2/CCDC80/COL8A2/LUM/FBLN5/AEBP1/DPT/RGCC/ADAMTS4/FOXC1/COL16A1/COL5A1/COL4A1/COL1A1/COL9A2/MMP16/MFAP4/TNF/ANTXR1/MMP25/LOX/PDGFRA/COL1A2/ADAMTSL2/ADAMTS10/CRISPLD2/MMP2/COL4A4/COL4A2/FBLN1/FLRT2/FBLN2/PHLDB1/CTSK/ADAMTS12/FMOD/RUNX1/SULF1/ADAMTS7/TGFB1/ELF3/TNXB/ADAMTS9/COL12A1/COL14A1/COL3A1/ADAMTS1/ABI3BP/SPOCK2/ADAMTS2/FKBP10/MMP14/LAMB1/QSOX1/LAMB3/DDR1/TNFRSF11B/EFEMP2/ENG/RAMP2/EXT1/LTBP3/MPZL3/EMILIN1/VWA1/RB1/ITGB1
Up-regulated,GO:0051251,positive regulation of lymphocyte activation,101/1856,348/16344,1.0131535047139584e-19,3.2201395558158644e-17,IGHV1-69-2/IGHV1-69/CCL19/TACR1/IGHV1-58/IGHV4-39/IGHV2-70D/IGHV4-34/IGHV5-51/VTCN1/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/IGHV3-53/IGHA1/IGHV4-28/IGHV1-24/IGHV3-7/IGHV2-5/CD24/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/CCL21/TNFRSF13C/IGHV4-4/IGLC1/IGHV3-13/IGHV3-73/IGHV6-1/IGLC2/IGLL5/IGHV3-74/IGHV3-43/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/IGHV2-70/HLA-G/IGHV3-33/IGHV4-59/SOX4/IGHM/IGHV3-11/CLCF1/THY1/EPO/IGHG2/SLAMF1/SLC7A1/IGFBP2/JAK3/CCR2/IGHV3-48/CCL2/CD27/CCR7/MDK/CCDC88B/IL7R/TRBC2/CD6/ZAP70/CD3E/RUNX1/EPHB2/BCL2/TNFSF14/RASAL3/TGFB1/CORO1A/TFRC/CLEC7A/LCK/PYCARD/CDKN1A/VSIR/DOCK8/MMP14/PTPN22/IL27RA/IL18/NCK2/ANXA1/SYK/SRC/BTN2A2/HLA-A/TP53BP1/IL15RA/PTPRC/SIRPA/ITPKB/ZMIZ1/PTPN6/CSK
Up-regulated,GO:0045229,external encapsulating structure organization,90/1856,292/16344,1.372339517448893e-19,4.132186515434272e-17,MMP7/PTX3/PDPN/FAP/SPINT1/COL19A1/LOXL4/SMOC2/COL22A1/TNR/COL15A1/FERMT1/MMP11/PAPLN/SOX9/SPINT2/LOXL1/CCN1/MMP24/MMP9/COL4A3/TGFB2/MMP28/CCN2/CCDC80/COL8A2/LUM/FBLN5/AEBP1/DPT/RGCC/ADAMTS4/FOXC1/COL16A1/COL5A1/COL4A1/COL1A1/COL9A2/MMP16/MFAP4/TNF/ANTXR1/MMP25/LOX/PDGFRA/COL1A2/ADAMTSL2/ADAMTS10/CRISPLD2/MMP2/COL4A4/COL4A2/FBLN1/FLRT2/FBLN2/PHLDB1/CTSK/ADAMTS12/FMOD/RUNX1/SULF1/ADAMTS7/TGFB1/ELF3/TNXB/ADAMTS9/COL12A1/COL14A1/COL3A1/ADAMTS1/ABI3BP/SPOCK2/ADAMTS2/FKBP10/MMP14/LAMB1/QSOX1/LAMB3/DDR1/TNFRSF11B/EFEMP2/ENG/RAMP2/EXT1/LTBP3/MPZL3/EMILIN1/VWA1/RB1/ITGB1
Up-regulated,GO:0050864,regulation of B cell activation,67/1856,183/16344,2.758740333170628e-19,7.891376723034582e-17,IGHV1-69-2/IGHV1-69/FOXJ1/IGHV1-58/IGHV4-39/IGHV2-70D/IGHV4-34/IGHV5-51/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/IGHV3-53/IGHA1/IGHV4-28/CD19/IGHV1-24/IGHV3-7/IGHV2-5/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/TNFRSF13C/IGHV4-4/IGLC1/IGHV3-13/IGHV3-73/IGHV6-1/IGLC2/IGLL5/IGHV3-74/IGHV3-43/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/MZB1/IGHV2-70/IGHV3-33/IGHV4-59/IGHM/IGHV3-11/CLCF1/IGHG2/BANK1/CD22/IGHV3-48/CD27/TRBC2/TBC1D10C/EPHB2/BCL2/TGFB1/TFRC/MNDA/TNFRSF21/CDKN1A/MMP14/IL27RA/SYK/TNFAIP3/TP53BP1/PTPRC/PTPN6
Up-regulated,GO:0050871,positive regulation of B cell activation,56/1856,136/16344,4.2650995444784745e-19,1.1619349759029216e-16,IGHV1-69-2/IGHV1-69/IGHV1-58/IGHV4-39/IGHV2-70D/IGHV4-34/IGHV5-51/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/IGHV3-53/IGHA1/IGHV4-28/IGHV1-24/IGHV3-7/IGHV2-5/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/TNFRSF13C/IGHV4-4/IGLC1/IGHV3-13/IGHV3-73/IGHV6-1/IGLC2/IGLL5/IGHV3-74/IGHV3-43/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/IGHV2-70/IGHV3-33/IGHV4-59/IGHM/IGHV3-11/CLCF1/IGHG2/IGHV3-48/CD27/TRBC2/EPHB2/BCL2/TGFB1/TFRC/CDKN1A/MMP14/SYK/TP53BP1/PTPRC
Up-regulated,GO:0001525,angiogenesis,126/1856,500/16344,1.330304402628323e-18,3.4593961306530165e-16,CHI3L1/CXCL8/TAFA5/FAP/SMOC2/COL22A1/SEMA3E/PLXDC1/ADGRB1/OVOL2/COL15A1/CCN3/ADGRG1/SPHK1/THBS2/VASH2/TNFRSF12A/CCN1/F3/HLA-G/AQP1/COL4A3/TGFB2/ENPP2/CCN2/THY1/CXCR3/COL8A2/ANXA3/HOXA3/JAG1/RGCC/NOTCH3/SLC12A2/PDGFA/FOXC1/THBS1/ITGB8/SRPX2/COL4A1/MCAM/TNF/ANXA2/KLF5/CD34/CCR2/GJA5/PDGFRA/CCL2/MMP2/COL4A2/PTGS2/MDK/THSD7A/FLNA/TMEM100/CXCR4/GATA2/STAT1/SLIT2/RUNX1/EPHB2/SULF1/SOX17/ITGAX/PRKX/ROBO1/MFGE8/PKM/ADAMTS9/SEMA4A/KLF2/ALOX5/VEGFC/NIBAN2/HK2/TNFAIP2/JUN/ADGRA2/HSPG2/ADAMTS1/C5AR1/VASH1/HGF/HAND2/PTGIS/FGFR2/CX3CR1/KLF4/UNC5B/HDAC7/MMP14/PIK3CG/DCN/ZC3H12A/JCAD/APOLD1/IL18/EPHA2/ITGAV/ENG/RAMP2/ANXA1/SYK/TNFAIP3/FMNL3/PML/PLCG1/ATP2B4/CCBE1/ITGB3/BSG/EMILIN1/CEACAM1/PPP1R16B/MYH9/PLK2/ITGB1/SHC1/SPRED1/AMOTL2/AKT3/JMJD6/STAT3/ELK3/PARVA
Up-regulated,GO:0006958,"complement activation, classical pathway",45/1856,95/16344,1.7076365631678929e-18,4.234854576987288e-16,IGHV1-69-2/IGHV1-69/IGHV1-58/IGHV4-39/IGHV2-70D/IGHV4-34/IGHV5-51/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/IGHV3-53/IGHA1/IGHV4-28/IGHV1-24/IGHV3-7/IGHV2-5/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/IGHV4-4/IGLC1/IGHV3-13/IGHV3-73/IGHV6-1/IGLC2/IGLL5/IGHV3-74/IGHV3-43/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/IGHV2-70/IGHV3-33/IGHV4-59/IGHM/IGHV3-11/C7/IGHG2/IGHV3-48/TRBC2
Up-regulated,GO:0002253,activation of immune response,101/1856,361/16344,1.776551474352297e-18,4.234854576987288e-16,IGHV1-69-2/IGHV1-69/IGHV1-58/IGHV4-39/IGHV2-70D/IGHV4-34/IGHV5-51/VTCN1/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/IGHV3-53/IGHA1/IGHV4-28/CD19/IGHV1-24/IGHV3-7/IGHV2-5/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/IGHV4-4/IGLC1/IGHV3-13/IGHV3-73/IGHV6-1/IGLC2/IGLL5/IGHV3-74/IGHV3-43/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/STAP1/IGHV2-70/IGHV3-33/IGHV4-59/IGHM/IGHV3-11/C7/THY1/BTNL8/PAK3/IGHG2/RGCC/AIM2/FCN1/A2M/LGALS3/MFAP4/BTNL9/TRAT1/BANK1/CD22/IGHV3-48/MS4A1/CCR7/TRBC2/LAX1/MYO1G/ZAP70/FPR2/THEMIS/BCL2/KLHL6/STING1/SLA2/MICB/CLEC7A/MNDA/TNFRSF21/LCK/C5AR1/PYCARD/FPR1/PTPN22/PDE4D/ZC3H12A/IFI16/BAX/SYK/FYB1/PLCG1/SRC/BTN2A2/HLA-A/LIMK1/PTPRC/IKBKG/EZR/CEACAM1/BCAR1/CD59/PTPN6/CSK/TRIM5
Up-regulated,GO:0006956,complement activation,50/1856,116/16344,3.2945517896777185e-18,7.539252315498492e-16,IGHV1-69-2/IGHV1-69/IGHV1-58/IGHV4-39/IGHV2-70D/IGHV4-34/IGHV5-51/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/IGHV3-53/IGHA1/IGHV4-28/IGHV1-24/IGHV3-7/IGHV2-5/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/IGHV4-4/IGLC1/IGHV3-13/IGHV3-73/IGHV6-1/IGLC2/IGLL5/IGHV3-74/IGHV3-43/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/IGHV2-70/IGHV3-33/IGHV4-59/IGHM/IGHV3-11/C7/IGHG2/RGCC/FCN1/A2M/MFAP4/IGHV3-48/TRBC2/CD59
Up-regulated,GO:0042113,B cell activation,89/1856,300/16344,3.4366445661229024e-18,7.561939831841971e-16,IGHV1-69-2/IGHV1-69/FOXJ1/IGHV1-58/IGHV4-39/IGHV2-70D/IGHV4-34/IGHV5-51/IGHV1-69D/IGHV4-61/IGHA2/FCRL1/IGHG3/IGHV3-72/POU2AF1/IGHV3-53/IGHA1/IGHV4-28/CD19/IGHV1-24/IGHV3-7/IGHV2-5/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/TNFRSF13C/IGHV4-4/IGLC1/IGHV3-13/IGHV3-73/IGHV6-1/IGLC2/IGLL5/IGHV3-74/IGHV3-43/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/MZB1/IGHV2-70/IGHV3-33/IGHV4-59/IGHM/IGHV3-11/CLCF1/IGHG2/JAK3/BANK1/CD22/IGHV3-48/CD27/MS4A1/IL7R/TRBC2/LAX1/ZAP70/TBC1D10C/EPHB2/BCL2/TGFB1/LFNG/TFRC/FLT3/EZH2/MNDA/TNFRSF21/CDKN1A/ITGA4/MMP14/ITM2A/IL27RA/TRAF3IP2/BAX/LYL1/SYK/TNFAIP3/LRRC8A/KLF6/TP53BP1/PTPRC/MFNG/SWAP70/ITGB1/AKAP17A/SKAP2/PTPN6
Up-regulated,GO:0006959,humoral immune response,79/1856,255/16344,1.7118963498282087e-17,3.6273181545804375e-15,IGHV1-69-2/CXCL6/CXCL5/CXCL8/IGHV1-69/FOXJ1/IGHV1-58/IGHV4-39/IGHV2-70D/CXCL1/IGHV4-34/IGHV5-51/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/FCER2/POU2AF1/IGKV3-20/IGHV3-53/IGHA1/IGHV4-28/IGHV1-24/IGHV3-7/IGHV2-5/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/IGHV4-4/IGLC1/IGHV3-13/IGHV3-73/IGHV6-1/JCHAIN/IGLC2/IGLL5/IGHV3-74/IGHV3-43/S100A12/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/IGHV2-70/IGHV3-33/IGHV4-59/IGHM/IGHV3-11/C7/IGHG2/RGCC/FCN1/A2M/MFAP4/TNF/CCR2/IGHV3-48/CCL2/CXCL9/MS4A1/CCR7/S100A9/TRBC2/BCL2/SPON2/ALOX5/TNFRSF21/LYZ/TRAF3IP2/DEFB1/HLA-A/SLPI/PTPRC/GPI/CD59/PTPN6
Up-regulated,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,91/1856,346/16344,5.895215782886661e-15,1.2011995503077277e-12,IGHV1-69-2/IGHV1-69/CCL19/FOXJ1/IGHV1-58/IGHV4-39/IGHV2-70D/IGHV4-34/IGHV5-51/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/FCER2/IGHV3-53/IGHA1/IGHV4-28/CD19/IGHV1-24/IGHV3-7/IGHV2-5/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/IGHV4-4/IGLC1/IGHV3-13/IL1RL1/IGHV3-73/IGHV6-1/IGLC2/IGLL5/IGHV3-74/IGHV3-43/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/IGHV2-70/HLA-G/IGHV3-33/IGHV4-59/FCGR1A/IGHM/IGHV3-11/CLCF1/CD1E/IRF4/C7/JAG1/IGHG2/SLAMF1/TNF/JAK3/CCR2/IGHV3-48/RIPK3/IL21R/CD27/IL7R/TRBC2/MYO1G/EPHB2/KLHL6/TGFB1/SPN/TFRC/SEMA4A/SLA2/WAS/CLEC7A/UNC13D/PVR/IL27RA/ZC3H12A/CSF2RB/TRAF3IP2/IL18/ANXA1/TNFAIP3/HLA-A/TP53BP1/PTPRC/CEACAM1/SWAP70/ENTPD7/PTPN6/STAT3
Up-regulated,GO:0019724,B cell mediated immunity,64/1856,202/16344,6.088933221276718e-15,1.2011995503077277e-12,IGHV1-69-2/IGHV1-69/FOXJ1/IGHV1-58/IGHV4-39/IGHV2-70D/IGHV4-34/IGHV5-51/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/FCER2/IGHV3-53/IGHA1/IGHV4-28/CD19/IGHV1-24/IGHV3-7/IGHV2-5/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/IGHV4-4/IGLC1/IGHV3-13/IGHV3-73/IGHV6-1/IGLC2/IGLL5/IGHV3-74/IGHV3-43/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/IGHV2-70/HLA-G/IGHV3-33/IGHV4-59/FCGR1A/IGHM/IGHV3-11/CLCF1/C7/IGHG2/TNF/IGHV3-48/IL21R/CD27/TRBC2/TGFB1/TFRC/SLA2/IL27RA/CSF2RB/TRAF3IP2/TP53BP1/PTPRC/SWAP70/PTPN6
Up-regulated,GO:0002764,immune response-regulating signaling pathway,108/1856,454/16344,2.860961007931705e-14,5.4558526421257615e-12,IGHV1-69-2/IGHV1-69/IGHV1-58/IGHV4-39/IGHV2-70D/IGHV4-34/IGHV5-51/VTCN1/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/IGHV3-53/IGHA1/IGHV4-28/CD19/IGHV1-24/IGHV3-7/IGHV2-5/CD24/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/IGHV4-4/IGLC1/IGHV3-13/IGHV3-73/IGHV6-1/IGLC2/IGLL5/IGHV3-74/IGHV3-43/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/INAVA/STAP1/IGHV2-70/HLA-G/IGHV3-33/IGHV4-59/IGHM/IGHV3-11/IRF4/THY1/BTNL8/PAK3/IGHG2/FCN1/LGALS3/TNF/BTNL9/TRAT1/BANK1/CD22/F2RL1/IGHV3-48/S100A14/MS4A1/CCR7/TLR7/TRBC2/LAX1/MYO1G/ZAP70/FPR2/THEMIS/BCL2/KLHL6/BIRC3/MAPK10/SLA2/MICB/CLEC7A/MNDA/TNFRSF21/LCK/C5AR1/FPR1/PTPN22/TRIM15/PDE4D/ZC3H12A/BAX/SYK/TNFAIP3/IRAK3/FYB1/PLCG1/SRC/BTN2A2/HLA-A/LIMK1/PTPRC/IKBKG/EZR/CEACAM1/BCAR1/MAP3K1/NPLOC4/PTPN6/ALPK1/CSK/ZDHHC5
Up-regulated,GO:0016064,immunoglobulin mediated immune response,62/1856,199/16344,3.8369327962169575e-14,7.0809975894055536e-12,IGHV1-69-2/IGHV1-69/FOXJ1/IGHV1-58/IGHV4-39/IGHV2-70D/IGHV4-34/IGHV5-51/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/FCER2/IGHV3-53/IGHA1/IGHV4-28/CD19/IGHV1-24/IGHV3-7/IGHV2-5/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/IGHV4-4/IGLC1/IGHV3-13/IGHV3-73/IGHV6-1/IGLC2/IGLL5/IGHV3-74/IGHV3-43/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/IGHV2-70/IGHV3-33/IGHV4-59/FCGR1A/IGHM/IGHV3-11/CLCF1/C7/IGHG2/TNF/IGHV3-48/IL21R/CD27/TRBC2/TGFB1/TFRC/IL27RA/CSF2RB/TRAF3IP2/TP53BP1/PTPRC/SWAP70/PTPN6
Up-regulated,GO:0042742,defense response to bacterium,76/1856,277/16344,9.902941400829008e-14,1.7704602423169612e-11,IGHV1-69-2/CXCL6/IGHV1-69/CCL20/IGHV1-58/IGHV4-39/IGHV2-70D/IGHV4-34/IGHV5-51/IGHV1-69D/IGHV4-61/IGHA2/IGHG3/IGHV3-72/IGKV3-20/IGHV3-53/IGHA1/ADGRB1/IGHV4-28/IGHV1-24/IGHV3-7/IGHV2-5/IGHG1/IGHV3-66/IGKC/IGHV3-23/IGHV1-3/IGHV4-4/IGLC1/IGHV3-13/IGHV3-73/IGHV6-1/JCHAIN/IGLC2/IGLL5/IGHV3-74/IGHV3-43/S100A12/IGHV1-18/IGHV3-30/IGLC3/IGHV3-21/IGHV2-70/AQP1/IGHV3-33/IGHV4-59/IGHM/IGHV3-11/ANXA3/IGHG2/TNF/S100A8/F2RL1/SIGLEC16/IGHV3-48/SSC5D/S100A14/S100A9/IL7R/TRBC2/FPR2/GBP2/SPON2/SPN/SYT11/C5AR1/PYCARD/LYZ/IL27RA/DEFB1/EPHA2/SYK/HLA-A/SLPI/EMILIN1/SHC1
Up-regulated,GO:0031589,cell-substrate adhesion,89/1856,354/16344,2.0113609539189392e-13,3.4869684901121974e-11,PDPN/ITGB6/ITGA2/ITGBL1/SEMA3E/VWA2/TACSTD2/CDKN2A/LAMC3/CCL21/TTYH1/FERMT1/CCN1/AJAP1/WNT4/EDIL3/VWF/CCN2/CCDC80/THY1/FBLN5/EPHA3/JAG1/COL16A1/THBS1/COL1A1/ITGA10/ANTXR1/CD34/FZD7/ITGB4/PKHD1/CCR7/MICALL2/FBLN1/MDK/FBLN2/ITGA3/FLNA/MYO1G/ADAMTS12/CD3E/NEDD9/BCL2/ITGAX/PRKX/CCL28/MYADM/TNXB/ADAMTS9/CORO1A/UNC13D/COL3A1/ABI3BP/SPOCK2/ITGA4/MMP14/ITGAM/LAMB1/CD44/CASS4/SPRY4/LAMB3/DDR1/ITGAL/THSD1/ITGA6/EFEMP2/ITGAV/ITGB2/FERMT3/RAC2/RCC2/ARHGAP6/SRC/VCL/ITGB3/EMILIN1/DAPK3/ACTN1/PREX1/UTRN/TRIP6/ITGA9/ITGB1/ITGB5/ARL2/PARVA/ILK
Up-regulated,GO:0033627,cell adhesion mediated by integrin,36/1856,86/16344,4.937867347140419e-13,8.308687968526569e-11,ITGB6/ITGA2/ITGBL1/CCL21/TESC/CCN3/FERMT1/TGFB2/LIF/COL16A1/ITGB8/ITGA10/ITGB4/PODXL/ITGA3/CD3E/FBN1/ITGAX/PIEZO1/ITGA4/ITGAM/PIK3CG/ITGAL/ITGA6/EPHA2/ITGAV/ITGB2/FERMT3/SYK/EXT1/ITGB3/SWAP70/ITGA9/ITGB1/ITGB5/PTPN6
